token_symbol,scenario,drawdown_to_bottom,max_rebound_after_bottom,tradable_signal_found,best_signal_type,signal_quality_score,tradeability_tier,stop_failed,max_adverse_excursion,max_favorable_excursion_7d,risk_reward_7d,manual_review_required,main_reason,notes
POND,MANUAL_REVIEW_REQUIRED,-0.4283683769530783,1.5629629629629629,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
PORTAL,EPIC_LIKE_REBOUND,-0.6694300954716825,2.176029962546816,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.853,A,yes,-0.1523500810372771,0.5348460291734198,3.559870550161813,no,next_3_candles_failed_confirmation,causal_signal_after_confirmation;no_future_low_used
PROS,NO_CLEAR_BOTTOM_REBOUND_PATTERN,-0.3410344601958418,3.575331772053083,no,,,,,,,,no,strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
PYTH,MANUAL_REVIEW_REQUIRED,-0.0228607128331587,1.5536261491317669,yes,HIGHER_LOW_BREAKOUT,0.763,C,no,-0.0787977254264825,0.1584077985377741,1.3254486133768348,yes,causal_signal_found,causal_signal_after_confirmation;no_future_low_used
QI,MANUAL_REVIEW_REQUIRED,-0.2817528183514393,1.0,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
QUICK,MANUAL_REVIEW_REQUIRED,-0.3621460658045776,0.0932203389830508,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;weak_rebound_below_20pct;no_capitulation_reclaim,
RDNT,MANUAL_REVIEW_REQUIRED,-0.4418202711174523,,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;no_capitulation_reclaim,
REEF,DEAD_CAT_BOUNCE,-0.3833801289685129,3.155942467827404,no,,,,,,,,no,strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
REI,MANUAL_REVIEW_REQUIRED,-0.4824640813132064,1.3966942148760326,yes,HIGHER_LOW_BREAKOUT,0.284,Manual Review,no,-0.0855548667079975,0.2331060136391818,1.872323473757595,yes,signal_exists_but_manual_review_required,causal_signal_after_confirmation;no_future_low_used
REN,SLOW_BLEED_THEN_SQUEEZE,-0.2361104332866266,2.343460648148148,yes,HIGHER_LOW_BREAKOUT,0.614,C,no,-0.32894280762565,0.1147313691507798,0.3189746554880985,no,causal_signal_found,causal_signal_after_confirmation;no_future_low_used
RESOLV,NO_CLEAR_BOTTOM_REBOUND_PATTERN,-0.452551087316729,0.0639269406392695,no,,,,,,,,no,weak_rebound_below_20pct;no_capitulation_reclaim,
SLF,DELISTING_DEATH_SPIRAL,-0.7983271817748793,,no,,,,,,,,no,no_capitulation_reclaim,
SNM,MANUAL_REVIEW_REQUIRED,,,no,,,,,,,,yes,bottom_manual_review;no_capitulation_reclaim,missing_bottom_or_path
SNT,SLOW_BLEED_THEN_SQUEEZE,-0.3881443871871401,0.7928039702233252,yes,HIGHER_LOW_BREAKOUT,0.0,Manual Review,no,-0.085819183111519,0.0468104635153741,0.3819938581379677,no,signal_exists_but_manual_review_required,causal_signal_after_confirmation;no_future_low_used
SRM,MANUAL_REVIEW_REQUIRED,,,no,,,,,,,,yes,bottom_manual_review;no_capitulation_reclaim,missing_bottom_or_path
STMX,SLOW_BLEED_THEN_SQUEEZE,-0.4381302672401296,0.9765739385065886,yes,HIGHER_LOW_BREAKOUT,0.0,Manual Review,yes,-0.2783699059561129,0.0215256008359456,0.1383553179485801,no,false_breakout;low_liquidity_at_signal;next_3_candles_failed_confirmation,causal_signal_after_confirmation;no_future_low_used
STORJ,MANUAL_REVIEW_REQUIRED,-0.2284129766530361,0.0425531914893617,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;weak_rebound_below_20pct;no_capitulation_reclaim,
STPT,EPIC_LIKE_REBOUND,-0.723840105122295,1.876994680851064,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.725,C,yes,-0.2625698324022345,0.0663818600065724,0.8711778151550432,no,false_breakout,causal_signal_after_confirmation;no_future_low_used
SUN,DEAD_CAT_BOUNCE,-0.2993246424362575,4.584059775840597,yes,HIGHER_LOW_BREAKOUT,0.786,B,no,-0.00990099009901,0.6721672167216719,15.374937091092043,no,causal_signal_found,causal_signal_after_confirmation;no_future_low_used
SXP,MANUAL_REVIEW_REQUIRED,-0.7675977354172957,0.4677419354838712,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.18,Manual Review,no,-0.0109689213893966,0.6380255941499087,16.068139963167607,yes,signal_exists_but_manual_review_required,causal_signal_after_confirmation;no_future_low_used
SYN,MANUAL_REVIEW_REQUIRED,-0.153299533046118,0.0213270142180095,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;weak_rebound_below_20pct;no_capitulation_reclaim,
