token_symbol,final_outcome,spot_pair,spot_missing,futures_pair,futures_missing,exact_futures_contract,futures_class,fallback_required,fallback_provider,fallback_market
SIGN,spot_pair_removed_only,SIGNUSDT,no,SIGNUSDT,no,,,no,,
SKATE,futures_only_delisting,,yes,SKATEUSDT,no,,,no,,
SKL,spot_pair_removed_only,SKLUSDT,no,SKLUSDT,no,,,no,,
SLERF,futures_only_delisting,,yes,SLERFUSDT,no,SLERFUSDT,risk_relevant_or_contract_specific_review,no,,
SLF,delisted_after_tag,SLFUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,SLF/USDT
SLP,futures_only_delisting,SLPUSDT,no,SLPUSDT,no,SLPUSDT,risk_relevant_or_contract_specific_review,no,,
SNM,delisted_without_known_tag,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
SNT,delisted_after_tag,SNTUSDT,no,SNTUSDT,no,SNTUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_gateio,SNT/USDT
SNX,spot_pair_removed_only,SNXUSDT,no,SNXUSDT,no,,,no,,
SOL,futures_only_delisting,SOLUSDT,no,SOLUSDT,no,SOLBUSD,normal_contract_sunset_or_migration_review,no,,
SOLV,spot_pair_removed_only,SOLVUSDT,no,SOLVUSDT,no,,,no,,
SOMI,spot_pair_removed_only,SOMIUSDT,no,SOMIUSDT,no,,,no,,
SOPH,spot_pair_removed_only,SOPHUSDT,no,SOPHUSDT,no,,,no,,
SPK,spot_pair_removed_only,SPKUSDT,no,SPKUSDT,no,,,no,,
SRM,delisted_without_known_tag,SRMUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
SSV,spot_pair_removed_only,SSVUSDT,no,SSVUSDT,no,,,no,,
STEEM,spot_pair_removed_only,STEEMUSDT,no,STEEMUSDT,no,,,no,,
STG,spot_pair_removed_only,STGUSDT,no,STGUSDT,no,,,no,,
STMX,delisted_after_tag,STMXUSDT,no,STMXUSDT,no,,,no,,
STO,spot_pair_removed_only,STOUSDT,no,STOUSDT,no,,,no,,
STORJ,still_tagged,STORJUSDT,no,STORJUSDT,no,,,no,,
STPT,still_tagged,STPTUSDT,no,STPTUSDT,no,STPTUSDT,risk_relevant_or_contract_specific_review,no,,
STRAX,spot_pair_removed_only,STRAXUSDT,no,STRAXUSDT,no,,,no,,
STRK,seed_tag_only,STRKUSDT,no,STRKUSDT,no,,,no,,
STX,spot_pair_removed_only,STXUSDT,no,STXUSDT,no,,,no,,
SUI,spot_pair_removed_only,SUIUSDT,no,SUIUSDT,no,,,no,,
SUN,tag_removed,SUNUSDT,no,SUNUSDT,no,,,no,,
SUPER,spot_pair_removed_only,SUPERUSDT,no,SUPERUSDT,no,,,no,,
SWELL,futures_only_delisting,,yes,SWELLUSDT,no,,,no,,
SXP,delisted_after_tag,SXPUSDT,no,SXPUSDT,no,,,yes,ccxt_gateio,SXP/USDT
SXT,spot_pair_removed_only,SXTUSDT,no,SXTUSDT,no,,,no,,
SYN,still_tagged,SYNUSDT,no,SYNUSDT,no,,,no,,
SYRUP,seed_tag_only,SYRUPUSDT,no,SYRUPUSDT,no,,,no,,
SYS,delisted_after_tag,SYSUSDT,no,SYSUSDT,no,,,yes,ccxt_gateio,SYS/USDT
TANSSI,futures_only_delisting,,yes,TANSSIUSDT,no,,,no,,
TAO,tag_removed,TAOUSDT,no,TAOUSDT,no,,,no,,
TFUEL,spot_pair_removed_only,TFUELUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
THE,tag_removed,THEUSDT,no,THEUSDT,no,,,no,,
THETA,spot_pair_removed_only,THETAUSDT,no,THETAUSDT,no,,,no,,
TIA,seed_tag_only,TIAUSDT,no,TIAUSDT,no,,,no,,
TKO,spot_pair_removed_only,TKOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
TLM,still_tagged,TLMUSDT,no,TLMUSDT,no,,,no,,
TNSR,seed_tag_only,TNSRUSDT,no,TNSRUSDT,no,,,no,,
TOKEN,futures_only_delisting,,yes,TOKENUSDT,no,,,no,,
TOMO,spot_pair_removed_only,TOMOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
TON,seed_tag_only,TONUSDT,no,TONUSDT,no,,,no,,
TORN,delisted_without_known_tag,TORNUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,TORN/USDT
TOWNS,spot_pair_removed_only,TOWNSUSDT,no,TOWNSUSDT,no,,,no,,
TRB,spot_pair_removed_only,TRBUSDT,no,TRBUSDT,no,,,no,,
TREE,spot_pair_removed_only,TREEUSDT,no,TREEUSDT,no,,,no,,
TROY,delisted_after_tag,TROYUSDT,no,TROYUSDT,no,,,no,,
TRU,delisted_after_tag,TRUUSDT,no,TRUUSDT,no,,,yes,ccxt_gateio,TRU/USDT
TRUMP,seed_tag_only,TRUMPUSDT,no,TRUMPUSDT,no,,,no,,
TRX,futures_only_delisting,TRXUSDT,no,TRXUSDT,no,TRXBUSD,normal_contract_sunset_or_migration_review,no,,
TST,seed_tag_only,TSTUSDT,no,TSTUSDT,no,,,no,,
TURBO,seed_tag_only,TURBOUSDT,no,TURBOUSDT,no,,,no,,
TURTLE,spot_pair_removed_only,TURTLEUSDT,no,TURTLEUSDT,no,,,no,,
TUSD,spot_pair_removed_only,TUSDUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
TWT,spot_pair_removed_only,TWTUSDT,no,TWTUSDT,no,,,no,,
UFT,delisted_after_tag,UFTUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
UMA,spot_pair_removed_only,UMAUSDT,no,UMAUSDT,no,,,no,,
UNFI,delisted_after_tag,UNFIUSDT,no,UNFIUSDT,no,,,yes,ccxt_gateio,UNFI/USDT
UNI,spot_pair_removed_only,UNIUSDT,no,UNIUSDT,no,,,no,,
USTC,spot_pair_removed_only,USTCUSDT,no,USTCUSDT,no,,,no,,
USUAL,seed_tag_only,USUALUSDT,no,USUALUSDT,no,,,no,,
UTK,spot_pair_removed_only,UTKUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
UXLINK,futures_only_delisting,,yes,UXLINKUSDT,no,UXLINKUSDT,risk_relevant_or_contract_specific_review,no,,
VAI,delisted_after_tag,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,VAI/USDT
VANA,spot_pair_removed_only,VANAUSDT,no,VANAUSDT,no,,,no,,
VANRY,spot_pair_removed_only,VANRYUSDT,no,VANRYUSDT,no,,,no,,
VELODROME,still_tagged,VELODROMEUSDT,no,VELODROMEUSDT,no,,,no,,
VET,spot_pair_removed_only,VETUSDT,no,VETUSDT,no,,,no,,
VFY,futures_only_delisting,,yes,VFYUSDT,no,,,no,,
VGX,delisted_without_known_tag,VGXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,VGX/USDT
VIB,delisted_after_tag,VIBUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
VIC,still_tagged,VICUSDT,no,VICUSDT,no,,,no,,
VIDT,delisted_after_tag,VIDTUSDT,no,VIDTUSDT,no,,,no,,
VINE,futures_only_delisting,,yes,VINEUSDT,no,,,no,,
VITE,delisted_after_tag,VITEUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
VOXEL,delisted_after_tag,VOXELUSDT,no,VOXELUSDT,no,,,yes,ccxt_gateio,VOXEL/USDT
VTHO,spot_pair_removed_only,VTHOUSDT,no,VTHOUSDT,no,,,no,,
WAN,delisted_after_tag,WANUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_kucoin,WAN/USDT
WAVES,delisted_after_tag,WAVESUSDT,no,WAVESUSDT,no,,,yes,ccxt_bybit,WAVES/USDT
WAXP,spot_pair_removed_only,WAXPUSDT,no,WAXPUSDT,no,,,no,,
WCT,spot_pair_removed_only,WCTUSDT,no,WCTUSDT,no,,,no,,
WIF,still_tagged,WIFUSDT,no,WIFUSDT,no,,,no,,
WIN,spot_pair_removed_only,WINUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
WING,delisted_after_tag,WINGUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,WING/USDT
WLFI,seed_tag_only,WLFIUSDT,no,WLFIUSDT,no,,,no,,
WNXM,delisted_after_tag,WNXMUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,WNXM/USDT
WOO,spot_pair_removed_only,WOOUSDT,no,WOOUSDT,no,,,no,,
WRX,delisted_without_known_tag,WRXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,WRX/USDT
WTC,delisted_after_tag,WTCUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
XAI,spot_pair_removed_only,XAIUSDT,no,XAIUSDT,no,,,no,,
XCN,futures_only_delisting,,yes,XCNUSDT,no,,,no,,
XEC,spot_pair_removed_only,XECUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
XEM,delisted_after_tag,XEMUSDT,no,XEMUSDT,no,XEMUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_gateio,XEM/USDT
XLM,spot_pair_removed_only,XLMUSDT,no,XLMUSDT,no,,,no,,
XMR,delisted_after_tag,XMRUSDT,no,XMRUSDT,no,,,yes,ccxt_kucoin,XMR/USDT
XNO,spot_pair_removed_only,XNOUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
XPL,spot_pair_removed_only,XPLUSDT,no,XPLUSDT,no,,,no,,
XRP,futures_only_delisting,XRPUSDT,no,XRPUSDT,no,,,no,,
XTZ,spot_pair_removed_only,XTZUSDT,no,XTZUSDT,no,,,no,,
XVG,spot_pair_removed_only,XVGUSDT,no,XVGUSDT,no,,,no,,
XVS,spot_pair_removed_only,XVSUSDT,no,XVSUSDT,no,,,no,,
YALA,futures_only_delisting,,yes,YALAUSDT,no,YALAUSDT,risk_relevant_or_contract_specific_review,no,,
YB,spot_pair_removed_only,YBUSDT,no,YBUSDT,no,,,no,,
YFI,spot_pair_removed_only,YFIUSDT,no,YFIUSDT,no,,,no,,
YFII,delisted_without_known_tag,YFIIUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,YFII/USDT
YGG,spot_pair_removed_only,YGGUSDT,no,YGGUSDT,no,,,no,,
ZAMA,seed_tag_only,ZAMAUSDT,no,ZAMAUSDT,no,,,no,,
ZBT,spot_pair_removed_only,ZBTUSDT,no,ZBTUSDT,no,,,no,,
ZEC,tag_removed,ZECUSDT,no,ZECUSDT,no,,,no,,
ZEN,tag_removed,ZENUSDT,no,ZENUSDT,no,,,no,,
ZIL,spot_pair_removed_only,ZILUSDT,no,ZILUSDT,no,,,no,,
ZKC,spot_pair_removed_only,ZKCUSDT,no,ZKCUSDT,no,,,no,,
ZKJ,futures_only_delisting,,yes,ZKJUSDT,no,,,no,,
ZKP,seed_tag_only,ZKPUSDT,no,ZKPUSDT,no,,,no,,
ZRC,futures_only_delisting,,yes,ZRCUSDT,no,,,no,,
ZRO,seed_tag_only,ZROUSDT,no,ZROUSDT,no,,,no,,
ZRX,spot_pair_removed_only,ZRXUSDT,no,ZRXUSDT,no,,,no,,
