token_entity_id,token_symbol,primary_bottom_rebound_scenario,secondary_flags,anchor_event_id,anchor_event_type,baseline_price,max_drawdown_after_event,days_to_bottom,max_rebound_after_bottom,rebound_sustained,pump_and_dump_after_bottom,low_liquidity_wick_flag,tradable_signal_found,best_signal_type,best_signal_risk_reward,scenario_confidence_score,manual_review_required,notes
ACH,ACH,NO_CLEAR_BOTTOM_REBOUND_PATTERN,control_spot_pair_removed_only,f5a65ca05b777f3c,SPOT_PAIR_REMOVED,0.014950400233446228,0.013350797532980963,7.305416666666667,0.6501650165016502,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.6476924505525117,0.8,no,control_only_not_token_risk
ACM,ACM,NO_CLEAR_BOTTOM_REBOUND_PATTERN,control_spot_pair_removed_only,674d3518e8df2951,SPOT_PAIR_REMOVED,1.594118439210296,-0.4874910295845205,76.79162037037037,0.4663402692778458,no,no,yes,yes,HIGHER_LOW_BREAKOUT,0.09587727708533145,0.55,yes,control_only_not_token_risk
ACT,ACT,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,09fa634d2c4b2a8c,SPOT_PAIR_REMOVED,0.05718766637023728,-0.38098540739855125,82.24994212962963,0.4915254237288136,no,no,no,no,,,0.8,no,
ACX,ACX,MANUAL_REVIEW_REQUIRED,,bd7a53099441a4d3,SPOT_PAIR_REMOVED,0.2035599465194515,-0.3967379039949509,31.520810185185184,0.8876221498371335,yes,no,yes,yes,HIGHER_LOW_BREAKOUT,4.222055794794981,0.55,yes,
ADA,ADA,DEAD_CAT_BOUNCE,,301acd79e5dd69dc,SPOT_PAIR_REMOVED,0.4110907366492339,-0.3295883963565015,4.958240740740741,0.5087082728592163,no,yes,no,yes,HIGHER_LOW_BREAKOUT,0.43970235532869906,0.8,no,
ADX,ADX,NO_CLEAR_BOTTOM_REBOUND_PATTERN,control_spot_pair_removed_only,3e05b53e92bc2e7e,SPOT_PAIR_REMOVED,0.1363805429705981,-0.03798593888656787,1.1666319444444444,0.6768292682926829,no,yes,yes,no,,,0.55,yes,control_only_not_token_risk
AERGO,AERGO,MANUAL_REVIEW_REQUIRED,,abca945eb2bee96c,MONITORING_TAG_ADDED,0.0821164081122088,-0.2949034019987582,6.665717592592593,0.6649395509499136,yes,no,no,no,,,0.55,yes,
AEVO,AEVO,NO_CLEAR_BOTTOM_REBOUND_PATTERN,control_spot_pair_removed_only,5166737bad9bfd8b,SPOT_PAIR_REMOVED,0.4929852538990996,-0.45434473369652384,5.166574074074074,0.6914498141263941,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.7053941908713703,0.8,no,control_only_not_token_risk
AGLD,AGLD,NO_CLEAR_BOTTOM_REBOUND_PATTERN,control_spot_pair_removed_only,647ad916fd08af10,SPOT_PAIR_REMOVED,0.8854186787613785,-0.19134301413019672,2.989548611111111,1.3575418994413408,no,yes,no,yes,HIGHER_LOW_BREAKOUT,1.3556116015132404,0.8,no,control_only_not_token_risk
AI,AI,MANUAL_REVIEW_REQUIRED,,5081585ae5cc7384,SPOT_PAIR_REMOVED,,nan,,nan,no,,,no,,,0.55,yes,
