token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
NULS,NULS,0b0fef5c55d48f0f,MONITORING_TAG_ADDED,2025-04-16T00:00:00+00:00,0.0227,0.2643171806167399,0.2643171806167399,0.2643171806167399,0.2643171806167399,0.2643171806167399,0.2643171806167399,0.2643171806167399,yes,no,no,no,0.08333333333333333,2025-04-16T02:00:00+00:00,0.0287,704919.0,18286.7081,-0.4711379449174194,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
OAX,OAX,3f3886d7f85907a2,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-10T02:00:00+00:00,0.0356,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
OMG,OMG,2b516f723278de6a,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-06-07T18:00:00+00:00,0.357,0.4677871148459385,0.4677871148459385,0.4677871148459385,0.4677871148459385,0.4677871148459385,0.4677871148459385,0.4677871148459385,yes,no,no,no,0.7083333333333334,2024-06-08T11:00:00+00:00,0.524,5174509.5,2502192.4663,3.247213850000361,yes,yes,-0.31488549618320616,no,no,no,no,binance_spot,binance,no,
OOKI,OOKI,6e6a33f0d9f83771,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-11-06T02:00:00+00:00,0.000116,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
OXT,OXT,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,2026-04-23T01:00:00+00:00,0.0092,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,no,no,no,no,0.041666666666666664,2026-04-23T02:00:00+00:00,0.0098,1270152.0,12087.7483,-0.45504287780525954,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
PDA,PDA,0cc30ba0df8ec322,MONITORING_TAG_ADDED,2025-05-01T17:00:00+00:00,0.0071,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,yes,yes,yes,no,0.041666666666666664,2025-05-01T18:00:00+00:00,0.01478,84191403.8,976003.784168,3.488811076118077,unknown,unknown,-0.42489851150202973,yes,yes,no,no,binance_spot,binance,no,
PERL,PERL,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,2023-12-07T02:00:00+00:00,0.00453,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
PERP,PERP,9793cd97d25ee40f,MONITORING_TAG_ADDED,2025-04-14T07:00:00+00:00,0.1635,0.1327217125382263,0.19266055045871555,1.161467889908257,1.2886850152905196,1.2886850152905196,1.2886850152905196,1.2886850152905196,yes,yes,yes,no,13.25,2025-04-27T13:00:00+00:00,0.3742,4081699.57,1475523.119147,2.634544591923612,yes,yes,-0.909139497594869,no,no,yes,no,binance_spot,binance,yes,
PHB,PHB,166f11821f80f970,MONITORING_TAG_ADDED,2026-05-26T22:00:00+00:00,0.029,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
PNT,PNT,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-04-03T02:00:00+00:00,0.0215,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
POLS,POLS,167819d9a56f2560,MONITORING_TAG_ADDED,2024-07-08T17:00:00+00:00,0.2842,0.5464461646727656,0.5464461646727656,0.6498944405348346,0.6498944405348346,0.6498944405348346,0.6498944405348346,0.6498944405348346,yes,yes,no,no,4.708333333333333,2024-07-13T10:00:00+00:00,0.4689,2696078.6,1202819.04254,0.4792967428516158,yes,yes,-0.3495414800597142,no,no,no,no,binance_spot,binance,no,
POND,POND,35a9e6faaa5862b7,MONITORING_TAG_ADDED,2026-05-22T20:00:00+00:00,0.00135,0.07407407407407396,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,yes,yes,yes,no,2.8333333333333335,2026-05-25T16:00:00+00:00,0.00346,1323669635.0,3244098.08285,4.694813278346221,no,no,-0.4710982658959537,yes,yes,yes,no,binance_spot,binance,yes,
PORTAL,PORTAL,a556e77327afcd24,MONITORING_TAG_ADDED,2025-06-22T20:00:00+00:00,0.0267,0.20224719101123578,0.32209737827715346,0.32209737827715346,0.7003745318352059,2.1760299625468162,2.1760299625468162,2.1760299625468162,yes,yes,yes,yes,18.666666666666668,2025-07-11T12:00:00+00:00,0.0848,274565874.7,20251230.09087,4.576123615069719,no,no,-0.9139150943396226,yes,yes,no,no,binance_spot,binance,no,
PROS,PROS,14c99625149e363a,MONITORING_TAG_ADDED,2024-10-03T16:00:00+00:00,0.2562,0.19008587041373937,0.19008587041373937,1.93871975019516,1.93871975019516,1.93871975019516,3.575331772053083,3.575331772053083,yes,yes,yes,yes,42.083333333333336,2024-11-14T18:00:00+00:00,1.1722,17617318.0,18287340.7344,1.3718325820859052,yes,yes,-0.9785872717966217,no,no,no,no,binance_spot,binance,no,
