token_symbol,anchor_event_id,anchor_event_type,baseline_price,recovery_90_touch,recovery_100_touch,recovery_90_sustained,recovery_100_sustained,never_recovered,missing_price_flag,fallback_used
BAL,f19444577bbd2958,MONITORING_TAG_ADDED,2.7561075219663445,yes,yes,yes,no,no,no,yes
BANK,09541c7c027b9222,SEED_TAG_ADDED,0.0543,yes,yes,yes,no,no,no,no
BASE,56930619c799ad56,SEED_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,no
BDXN,e25686fc46d400b0,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
BETA,08d7f3a2766ef543,MONITORING_TAG_ADDED,0.0723417311399261,yes,yes,yes,yes,no,no,no
BID,a7a00713314caf8b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0264183559397328,yes,no,no,no,no,no,no
BIFI,a0ebf708da0a74fa,MONITORING_TAG_ADDED,177.45588713387457,yes,yes,yes,yes,no,no,no
BLUEBIRD,8d2c41278b684d20,FUTURES_CONTRACT_DELISTING_ANNOUNCED,15.599027584216543,yes,yes,yes,yes,no,no,no
BLUR,0dcd3dbcba5b7665,SEED_TAG_ADDED,0.6484,yes,yes,yes,yes,no,no,no
BLZ,14c00596e0d38ffa,MONITORING_TAG_ADDED,0.1326303516311452,yes,yes,yes,yes,no,no,yes
BNB,9d9d6fb041531ddd,FUTURES_CONTRACT_DELISTING_ANNOUNCED,234.30049136618968,yes,yes,yes,yes,no,no,no
BOB,c86c9aa82fb6c9f7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0068415974816078,yes,no,no,no,no,no,no
BOME,967307c5a09e6d04,SEED_TAG_ADDED,0.02079,yes,yes,no,no,no,no,no
BOND,63e51c3ccd2baf4b,MONITORING_TAG_ADDED,2.2193697028544124,yes,yes,yes,yes,no,no,no
BONK,1ab88e17ef72af0d,SEED_TAG_ADDED,2.373e-05,yes,yes,yes,yes,no,no,no
BSC,1a812d4a95a31067,SEED_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,no
BSW,5af125cfd901bc4e,MONITORING_TAG_ADDED,0.0232090340626313,yes,yes,yes,yes,no,no,yes
BTC,4ebb101147de18c5,FUTURES_CONTRACT_DELISTING_ANNOUNCED,37012.43225436654,yes,yes,yes,yes,no,no,no
BTS,ca8ce65249fba04c,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0064234776693879,yes,yes,yes,yes,no,no,yes
BURGER,27494810cfd7dda7,MONITORING_TAG_ADDED,0.3279954124426538,no,no,no,no,yes,no,no
CETUS,ca664f770d0880d3,SEED_TAG_ADDED,0.2992,yes,yes,yes,yes,no,no,no
CFG,9749ab8c384c6077,SEED_TAG_ADDED,0.186,yes,yes,yes,yes,no,no,no
CGPT,218ec5eef470ca4a,SEED_TAG_ADDED,0.3764,yes,yes,yes,no,no,no,no
CHESS,1fe11492402051b0,MONITORING_TAG_ADDED,0.0307704415234611,yes,yes,yes,yes,no,no,no
CHIP,b8a0bae933655bfc,SEED_TAG_ADDED,0.06132,yes,yes,yes,yes,no,no,no
CLV,b4b89fcf3e2d9d8d,MONITORING_TAG_ADDED,0.0392880190075218,yes,yes,yes,yes,no,no,no
COMBO,ddd8722fcd3a9596,MONITORING_TAG_ADDED,0.2343911806525123,no,no,no,no,yes,no,no
COMMON,7ab11993de9dbe26,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0021164583967941,no,no,no,no,yes,no,no
COOKIE,a5602175aafd748b,MONITORING_TAG_ADDED,0.0174260322932087,no,no,no,no,yes,no,no
COS,a69cfb015113f6cc,MONITORING_TAG_ADDED,0.0011137532504623,yes,yes,yes,yes,no,no,no
COW,d5011dfc2567d20c,SEED_TAG_ADDED,0.522,yes,yes,yes,yes,no,no,no
CREAM,c7f6923d690b160e,SPOT_TOKEN_DELISTING_ANNOUNCED,2.4979818518231633,yes,no,no,no,no,no,no
CTK,f07760477732c88d,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
CTXC,73bd41c12e1c9037,MONITORING_TAG_ADDED,0.2014564803912858,yes,yes,yes,yes,no,no,yes
CUDIS,071ec4f15c45e5a0,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0223217984187652,yes,yes,no,no,no,no,no
CVP,e03ecc015ad077ba,MONITORING_TAG_ADDED,0.2809503166176937,yes,yes,yes,yes,no,no,no
CVX,f516a957212c330b,MONITORING_TAG_ADDED,3.1484748902936786,yes,yes,yes,no,no,no,no
DAM,165a73349007b41f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0303764243660955,yes,yes,no,no,no,no,no
DATA,3aeb58a1f5337ceb,MONITORING_TAG_ADDED,0.0054617679134608,yes,yes,yes,no,no,no,yes
DEFI,8bef993f33b21890,FUTURES_CONTRACT_DELISTING_ANNOUNCED,771.0243815434977,yes,yes,yes,yes,no,no,no
DEGEN,2906e704badb35b3,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.000726854573015,yes,yes,yes,no,no,no,no
DEGO,6cca4d0784f78049,MONITORING_TAG_ADDED,0.283563002348865,yes,yes,yes,yes,no,no,yes
DENT,61e888f9a9a6a36e,MONITORING_TAG_ADDED,0.0002953055020749,yes,yes,yes,no,no,no,yes
DF,b3e6d9131bc51e94,MONITORING_TAG_ADDED,0.0136548567422148,yes,yes,yes,no,no,no,no
DGB,841e10bbbc12f595,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0136279808249725,yes,yes,yes,yes,no,no,no
DMC,de3b0a509f82f7a2,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0012283369866151,yes,no,no,no,no,no,no
DOCK,c13b1dfe2436783d,MONITORING_TAG_ADDED,0.0176340281851088,yes,no,no,no,no,no,no
DODO,e8c8ce18661ac872,MONITORING_TAG_ADDED,0.0191076338322935,yes,yes,no,no,no,no,no
DOGE,f0d936d4d54e3e7e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0692965252769086,yes,no,yes,no,no,no,no
DREP,77b52a90a52f0b02,SPOT_TOKEN_DELISTING_ANNOUNCED,0.281372029457943,no,no,no,no,yes,no,no
DYM,5a5674a2634ca8df,SEED_TAG_ADDED,4.924,yes,yes,yes,yes,no,no,no
EIGEN,93e4d22736bbc445,,,,,,,unknown,yes,
ELF,2b488d2b7a3bc9e1,SPOT_TOKEN_DELISTING_ANNOUNCED,0.2404836327472224,yes,yes,yes,yes,no,no,yes
EPIC,c518920624770484,MONITORING_TAG_ADDED,0.2776664839596006,yes,no,no,no,no,no,no
EPT,c9a079a4e3d99c90,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0014759311110795,yes,yes,yes,yes,no,no,no
EPX,daa09b139684a4a8,MONITORING_TAG_ADDED,0.0003425252679526,no,no,no,no,yes,no,no
ERC20,2554c8bc341c5470,SEED_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,no
ESP,86bdfec340183470,SEED_TAG_ADDED,0.07233,yes,yes,yes,yes,no,no,no
ETH,54430c7de3727b0a,FUTURES_CONTRACT_DELISTING_ANNOUNCED,2019.4069588544976,yes,yes,yes,yes,no,no,no
FARM,22c469b3db8740d8,MONITORING_TAG_ADDED,11.975711790424912,yes,yes,yes,yes,no,no,yes
FHE,8805f912b380d2e6,SEED_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,no
FIO,e7ff807aa10c4697,MONITORING_TAG_ADDED,0.0085711378414969,yes,no,yes,no,no,no,yes
FIRO,4a8314d988bfa109,MONITORING_TAG_ADDED,2.1164903843233245,yes,yes,yes,yes,no,no,yes
FIS,b61c4ff537847d96,MONITORING_TAG_ADDED,0.1395636869804623,yes,yes,yes,yes,no,no,yes
FLM,725932a8252a9eab,MONITORING_TAG_ADDED,0.0221106408917737,yes,yes,yes,yes,no,no,yes
FLOW,6a25698db0b92de7,MONITORING_TAG_ADDED,0.1017003808888423,yes,yes,no,no,no,no,no
FOGO,427ea11fd57b7745,,,,,,,unknown,yes,
FOOTBALL,8faa937cb096340d,FUTURES_CONTRACT_DELISTING_ANNOUNCED,601.6613705804972,yes,yes,yes,yes,no,no,no
FOR,419b41fc1bb70d43,MONITORING_TAG_ADDED,0.039748643479563,no,no,no,no,yes,no,no
FORTH,9499c53655bc3991,MONITORING_TAG_ADDED,0.8949037762101703,yes,yes,yes,yes,no,no,yes
FTM,353bf81a7f882b46,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.2473294496706174,yes,yes,yes,no,no,no,no
FUN,24a0f7579654e736,MONITORING_TAG_ADDED,0.0012950208644417,yes,yes,yes,yes,no,no,yes
GENIUS,7bc8d529097b0cc2,SEED_TAG_ADDED,0.6251,yes,yes,yes,yes,no,no,no
GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0139969970602183,yes,yes,no,no,no,no,no
GHST,fc33d59d02e3d720,MONITORING_TAG_ADDED,0.2318929101667833,yes,yes,yes,no,no,no,yes
GIGGLE,18e11f948d6d38ba,SEED_TAG_ADDED,233.65,yes,yes,no,no,no,no,no
GLMR,061eabe6e05d8422,SPOT_PAIR_REMOVED,0.2051292521675344,yes,yes,yes,yes,no,no,no
GPS,5fa3fcfa690cf833,MONITORING_TAG_ADDED,0.0594870195232147,yes,no,no,no,no,no,no
GTC,084e900636ac5fbe,MONITORING_TAG_ADDED,0.101601447948786,yes,yes,yes,yes,no,no,no
HARD,c54abb522c3fe7f3,MONITORING_TAG_ADDED,0.1205080406076032,yes,yes,yes,yes,no,no,no
HEI,ee200e0e804f9834,MONITORING_TAG_ADDED,0.0710495868127954,yes,yes,no,no,no,no,no
HFT,70cb64249d0273f1,MONITORING_TAG_ADDED,0.0128279041821293,yes,no,no,no,no,no,no
HIFI,2c99c44cb7fd8609,MONITORING_TAG_ADDED,0.2498837611600941,yes,yes,no,no,no,no,yes
HIGH,8fa523c997c7d4f5,MONITORING_TAG_ADDED,0.1203494856193162,yes,yes,yes,yes,no,no,no
HIPPO,457ad61afef61621,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0004048721045151,yes,yes,no,no,no,no,no
HOOK,b9485d9081530016,MONITORING_TAG_ADDED,0.0214526594171042,yes,yes,yes,yes,no,no,yes
IDEX,63e9d71a835421ba,MONITORING_TAG_ADDED,0.0171750660286081,yes,yes,yes,yes,no,no,yes
IDRT,3c7fc4d113e04b96,SPOT_TOKEN_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
IR,34670afd6085b657,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0494892095816453,yes,yes,no,no,no,no,no
IRIS,92f6841824deef01,MONITORING_TAG_ADDED,0.0189767105837938,yes,yes,yes,no,no,no,yes
JTO,39f6e86d4b3ad84a,SEED_TAG_ADDED,2.3936,yes,yes,yes,yes,no,no,no
JUP,05c2236aa6c9e97e,SEED_TAG_ADDED,0.6617,yes,yes,yes,yes,no,no,no
KAT,69d2030533afafdf,,,,,,,unknown,yes,
KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0567864613179676,yes,yes,no,no,no,no,yes
KEY,0af050f2f61a9816,MONITORING_TAG_ADDED,0.0043282093897041,yes,yes,yes,no,no,no,no
KMD,2a7c0c057f11d40d,MONITORING_TAG_ADDED,0.1005880800134313,yes,yes,yes,no,no,no,no
KMNO,9906d91d4c830c11,SEED_TAG_ADDED,0.08137,yes,yes,yes,no,no,no,no
KP3R,6349e349f6963185,MONITORING_TAG_ADDED,103.3426428231661,yes,yes,yes,no,no,no,no
LEVER,3f5bbe904576db02,MONITORING_TAG_ADDED,0.0005932827076335,yes,yes,yes,yes,no,no,no
LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0013338044070297,no,no,no,no,yes,no,no
LOOM,bcffb8b6dc13c97c,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0492547932052664,yes,yes,yes,no,no,no,no
LRC,5ee0d43cf83437cb,MONITORING_TAG_ADDED,0.0317480070077057,yes,yes,yes,no,no,no,yes
LTC,0631e6fcafde1f7a,FUTURES_CONTRACT_DELISTING_ANNOUNCED,74.67738367481559,yes,no,no,no,no,no,no
LTO,df810f78fc4e4193,MONITORING_TAG_ADDED,0.039035942694038,yes,yes,yes,yes,no,no,no
MATIC,59dfaef9b99df315,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.6745463132452372,yes,yes,yes,yes,no,no,no
MAVIA,7b533ec87aebacf6,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
MBL,fb4cbaedb67a967c,MONITORING_TAG_ADDED,0.0028020014894174,yes,yes,yes,yes,no,no,no
MBOX,89466c1eb51993df,MONITORING_TAG_ADDED,0.0185176603121516,yes,yes,yes,no,no,no,no
MDT,9f755b05acbad2ef,MONITORING_TAG_ADDED,0.0215120127469002,yes,yes,yes,yes,no,no,yes
MDX,92ea1ce575290a09,MONITORING_TAG_ADDED,0.0803683795077721,yes,yes,no,no,no,no,yes
ME,356e1e93fa2204a5,SEED_TAG_ADDED,5.671,yes,yes,no,no,no,no,no
MEGA,79658d70d90030f8,SEED_TAG_ADDED,0.1666,yes,yes,no,no,no,no,no
MET,1a5d61079fcff667,SEED_TAG_ADDED,0.4207,yes,yes,yes,yes,no,no,no
METIS,a4d8a96d0a71139c,SEED_TAG_ADDED,133.78,yes,yes,yes,no,no,no,no
MILK,e11330f2294350e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0212020372658386,yes,no,no,no,no,no,no
MLN,d83b4d4e12311776,MONITORING_TAG_ADDED,3.248455400603404,yes,yes,yes,no,no,no,yes
MOB,018313d3408ec969,MONITORING_TAG_ADDED,0.4917613389234689,yes,yes,no,no,no,no,yes
MOVE,18140f8172feb64b,MONITORING_TAG_ADDED,0.1767792148976247,yes,yes,yes,yes,no,no,no
MULTI,251d2bba37e3dd64,SPOT_TOKEN_DELISTING_ANNOUNCED,1.7906591008063806,yes,yes,no,no,no,no,yes
MYRO,0a9ef6cad432e9a9,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0144919469246408,yes,no,no,no,no,no,no
NEIRO,72600e163d7457e0,SEED_TAG_ADDED,0.00035989,yes,yes,yes,yes,no,no,no
NEIROETH,a97b95d0966df1a8,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.027320297715097,yes,no,no,no,no,no,no
NFP,1713e6ad64f92db2,MONITORING_TAG_ADDED,0.0144171433301783,yes,yes,yes,no,no,no,no
NKN,adf7b79baadd3250,MONITORING_TAG_ADDED,0.0321314029127992,yes,yes,yes,yes,no,no,yes
NOM,5b4814473eb320a9,MONITORING_TAG_ADDED,0.0028427015876912,yes,no,yes,no,no,no,no
NON,94faf9340260e22c,SPOT_TOKEN_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
NTRN,d133553a8f6c79b6,MONITORING_TAG_ADDED,0.0104252242458469,yes,no,no,no,no,no,yes
NULS,0b0fef5c55d48f0f,MONITORING_TAG_ADDED,0.1833946672827064,yes,no,no,no,no,no,no
OAX,3f3886d7f85907a2,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1319486030946195,yes,yes,no,no,no,no,no
OBOL,a1a89b2510f9f91b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0542956935871947,no,no,no,no,yes,no,no
OL,a0050d837234a387,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0099398913910529,yes,no,no,no,no,no,no
OMG,2b516f723278de6a,SPOT_TOKEN_DELISTING_ANNOUNCED,0.5504446003571277,yes,no,no,no,no,no,yes
OOKI,6e6a33f0d9f83771,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0009257072525897,yes,yes,no,no,no,no,no
OPG,4e3d60671d4e0d29,SEED_TAG_ADDED,0.218,yes,yes,yes,no,no,no,no
ORBS,4b8c3834f55076ce,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0348054499420044,yes,yes,yes,yes,no,no,no
ORCA,ed4d839107301745,SEED_TAG_ADDED,6.995,yes,yes,no,no,no,no,no
ORDI,d68ee5872a62fb71,SEED_TAG_ADDED,13.602,yes,yes,yes,yes,no,no,no
OXT,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,0.0171275117601523,yes,yes,yes,yes,no,no,yes
PDA,0cc30ba0df8ec322,MONITORING_TAG_ADDED,0.0143525095047419,yes,yes,no,no,no,no,no
PERL,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,0.009242808484265,yes,yes,yes,yes,no,no,no
PERP,9793cd97d25ee40f,MONITORING_TAG_ADDED,0.2673180476047642,yes,yes,yes,yes,no,no,yes
PHB,166f11821f80f970,MONITORING_TAG_ADDED,0.1426394250731038,yes,yes,yes,no,no,no,yes
PNT,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1213119634822509,yes,yes,no,no,no,no,no
PNUT,0c57f5528ade8801,SEED_TAG_ADDED,0.3908,yes,yes,yes,yes,no,no,no
POLS,167819d9a56f2560,MONITORING_TAG_ADDED,0.5356287666082349,yes,no,no,no,no,no,yes
POND,35a9e6faaa5862b7,MONITORING_TAG_ADDED,0.002288440713809,yes,yes,yes,no,no,no,no
PONKE,d873eb465fc217e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0400994010247188,yes,no,yes,no,no,no,no
PORT3,c441b4b20adec1e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0114414423600087,yes,yes,yes,yes,no,no,no
PORTAL,a556e77327afcd24,MONITORING_TAG_ADDED,0.0651735292185869,yes,yes,yes,yes,no,no,no
PROS,14c99625149e363a,MONITORING_TAG_ADDED,0.3638438468715444,yes,yes,yes,yes,no,no,no
PUFFER,06e734f35491a1de,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0328802636897147,yes,yes,no,no,no,no,no
PUMP,b2b34e6de6de02cc,SEED_TAG_ADDED,0.005893,yes,yes,yes,yes,no,no,no
PYTH,1a117a207e329960,SEED_TAG_ADDED,0.481,yes,yes,yes,yes,no,no,no
QI,31663d580e98be67,MONITORING_TAG_ADDED,0.0018568132337512,yes,yes,yes,yes,no,no,no
QUICK,88394d4087b17e7e,MONITORING_TAG_ADDED,0.0102784117020928,yes,yes,yes,yes,no,no,no
RAD,cb556fc87e74f057,FUTURES_CONTRACT_DELISTING_ANNOUNCED,1.7321732502428917,yes,yes,yes,yes,no,no,no
RDNT,c643d1df6b26e19d,MONITORING_TAG_ADDED,0.0056184078827799,yes,yes,yes,no,no,no,yes
RED,e23cffcec7d1820c,SEED_TAG_ADDED,0.872610554487872,yes,yes,no,no,no,no,no
REEF,459073a914558055,MONITORING_TAG_ADDED,0.001963185170057,yes,yes,yes,yes,no,no,yes
REI,95453d2e61ce0ed3,MONITORING_TAG_ADDED,0.0188794613622494,yes,yes,yes,yes,no,no,no
REMOVE,310b380d3d71ed42,MONITORING_TAG_ADDED,,unknown,unknown,unknown,unknown,unknown,yes,no
REN,55c6f3a56b85b5ee,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0454144105229168,yes,yes,yes,yes,no,no,yes
RESOLV,b3172c363e7bc7a7,MONITORING_TAG_ADDED,0.0386001079924289,yes,no,no,no,no,no,no
RLS,5b1c7a1a174bc50f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0027490384946009,yes,yes,yes,yes,no,no,no
ROBO,da64b115690799fa,SEED_TAG_ADDED,0.04177,yes,yes,yes,yes,no,no,no
RONIN,82e8157b383cbc4c,SEED_TAG_ADDED,2.714,yes,yes,yes,yes,no,no,no
RVV,6e07dd7c9f7cc3bf,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.002670814180908,no,no,no,no,yes,no,no
SCR,72c5f412bda829f6,SEED_TAG_ADDED,1.2448309258149124,yes,yes,yes,yes,no,no,no
SENT,e88d68272990a982,SEED_TAG_ADDED,0.02986,yes,yes,yes,yes,no,no,no
SKATE,12428423d526719e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.019940959529158,no,no,no,no,yes,no,no
SLERF,cf527d920c40d06b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0717417539427568,yes,yes,yes,no,no,no,no
SLF,75401db392ee79e3,MONITORING_TAG_ADDED,0.0718296652636793,yes,yes,yes,yes,no,no,yes
SLP,739addb19a680c63,,,,,,,unknown,yes,
SNM,8c77ca08a398851d,SPOT_TOKEN_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
SNT,bf72bb1d09062290,MONITORING_TAG_ADDED,0.0261329787476284,yes,yes,yes,no,no,no,yes
SOL,b52761fdd30b7f8f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,22.101533736676735,yes,no,yes,no,no,no,no
SRM,0e162a9646208d35,SPOT_TOKEN_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,no
STMX,c7d11f997d396961,MONITORING_TAG_ADDED,0.0060293798128014,yes,yes,yes,yes,no,no,no
STORJ,f63547e56df03876,MONITORING_TAG_ADDED,0.1160795635335551,yes,no,no,no,no,no,no
STPT,34739c73dc72f1d0,MONITORING_TAG_ADDED,0.1055168165422002,no,no,no,no,yes,no,no
STRK,ee491f16745f5644,SEED_TAG_ADDED,1.9650000000000003,yes,yes,yes,yes,no,no,no
SUN,d40e87ef3d1ebf58,MONITORING_TAG_ADDED,0.0114537657407528,yes,yes,yes,yes,no,no,no
SWELL,6239afdfdc20916f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0026382460492394,yes,yes,yes,no,no,no,no
SXP,cf537e599c97af65,MONITORING_TAG_ADDED,0.0661933190182075,yes,yes,yes,yes,no,no,yes
SYN,f0150e75bcb7b849,MONITORING_TAG_ADDED,0.0476507998753261,yes,yes,yes,no,no,no,no
SYRUP,08ca507142ef3def,SEED_TAG_ADDED,0.2195,yes,yes,yes,yes,no,no,no
SYS,3635c4847266eeb7,MONITORING_TAG_ADDED,0.0100794043162606,yes,yes,yes,yes,no,no,yes
TANSSI,fc086caa855619ff,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.011111452827304,yes,yes,yes,yes,no,no,no
TAO,5ce1a94888ae34b9,SEED_TAG_ADDED,623.4,yes,yes,no,no,no,no,no
THE,f91b83bdad5c6fb8,SPOT_PAIR_REMOVED,0.3583488606343061,yes,yes,yes,yes,no,no,no
TIA,d384591313982a21,,,,,,,unknown,yes,
TLM,53093ab4bf09fee7,MONITORING_TAG_ADDED,0.0016319860395661,yes,no,no,no,no,no,no
TNSR,c8ed675ed7deb479,SEED_TAG_ADDED,1.6558,yes,yes,no,no,no,no,no
TOKEN,3803f5715e2aa04e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0043014828558581,yes,yes,yes,no,no,no,no
TON,9652501f42d74aaf,SEED_TAG_ADDED,6.218,yes,yes,yes,yes,no,no,no
TORN,890d16cda52aee13,SPOT_TOKEN_DELISTING_ANNOUNCED,,unknown,unknown,unknown,unknown,unknown,yes,yes
TROY,db0cdaac498440e7,MONITORING_TAG_ADDED,0.0047655581329244,yes,yes,yes,no,no,no,no
TRU,4623eb2e7750ecc2,MONITORING_TAG_ADDED,0.0083183864211371,yes,no,no,no,no,no,yes
TRUMP,d4d2f2d9c9ba1e4e,SEED_TAG_ADDED,46.5,yes,yes,no,no,no,no,no
TRX,32ffd73104a9d547,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0797999118039354,yes,no,yes,no,no,no,no
TST,d90047f85e2a671e,SEED_TAG_ADDED,0.2245,yes,yes,no,no,no,no,no
TURBO,b6c2089d5b124417,SEED_TAG_ADDED,0.004622,yes,yes,yes,yes,no,no,no
