token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_price,stop_price,risk_pct,quote_volume_at_signal,volume_zscore_at_signal,bottom_liquidity_score,signal_liquidity_score,signal_confirmation_score,risk_management_score,execution_quality_score,data_quality_score,liquidity_score,confirmation_score,structure_score,risk_reward_score,source_quality_score,manual_review_penalty,signal_quality_score,final_tradeability_score,tradeability_tier,manual_review_required,notes
PDA,PDA,0cc30ba0df8ec322,2025-04-12T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.01006,0.00956,0.0093688,-0.0687077534791251,60428.634187,3.6219309319214266,1.0,0.201,0.6,0.9,0.35,1.0,0.201,0.6,0.8,1.0,1.0,0.6,0.037,0.037,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
POLS,POLS,167819d9a56f2560,2024-07-13T09:00:00+00:00,HIGHER_LOW_BREAKOUT,0.4403,0.3011,0.2950779999999999,-0.329825119236884,2546322.02359,2.153522500983106,1.0,1.0,0.8,0.65,0.85,1.0,1.0,0.8,0.45,0.066,1.0,0.0,0.715,0.715,C,no,causal_signal_after_confirmation;no_future_low_used
PORTAL,PORTAL,a556e77327afcd24,2025-07-02T03:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0361,0.0281,0.027538,-0.237174515235457,2116860.85211,2.9683433777808186,1.0,1.0,0.8,0.65,0.85,1.0,1.0,0.8,0.2,0.37,1.0,0.25,0.52,0.52,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
PORTAL,PORTAL,a556e77327afcd24,2025-05-16T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0617,0.0535,0.05243,-0.1502431118314424,547155.07752,3.771257041765394,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,1.0,1.0,0.0,0.853,0.853,A,no,causal_signal_after_confirmation;no_future_low_used
PYTH,PYTH,892c4aa7b773f859,2025-07-13T04:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1231,0.1106,0.108388,-0.1195125913891145,1130045.18841,1.3816700107584634,0.353,1.0,0.5,0.9,0.85,1.0,1.0,0.5,0.8,0.442,1.0,0.0,0.763,0.763,C,no,causal_signal_after_confirmation;no_future_low_used
REI,REI,95453d2e61ce0ed3,2025-07-03T06:00:00+00:00,HIGHER_LOW_BREAKOUT,0.01613,0.01441,0.0141217999999999,-0.1245009299442033,25154.825124,0.1343023395034835,0.243,0.084,0.7,0.9,0.85,1.0,0.084,0.7,0.8,0.624,1.0,0.35,0.284,0.284,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
REN,REN,55c6f3a56b85b5ee,2024-11-30T08:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0577,0.0377,0.036946,-0.3596880415944541,7167818.53251,0.4247257626845733,1.0,1.0,0.5,0.35,0.85,1.0,1.0,0.5,0.45,0.106,1.0,0.0,0.614,0.614,C,no,causal_signal_after_confirmation;no_future_low_used
SNT,SNT,bf72bb1d09062290,2024-08-08T21:00:00+00:00,HIGHER_LOW_BREAKOUT,0.02179,0.01951,0.0191198,-0.1225424506654428,32734.93677,-0.7047921269866912,1.0,0.109,0.7,0.9,0.85,1.0,0.109,0.7,0.8,0.127,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
STMX,STMX,c7d11f997d396961,2025-02-11T06:00:00+00:00,HIGHER_LOW_BREAKOUT,0.004785,0.004123,0.00404054,-0.1555820271682342,18966.579906,-0.4722197148714469,1.0,0.063,0.5,0.9,0.35,1.0,0.063,0.5,0.8,0.046,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
STPT,STPT,34739c73dc72f1d0,2025-04-23T12:00:00+00:00,HIGHER_LOW_BREAKOUT,0.05117,0.03726,0.0365148,-0.2864021887824898,1549593.812763,4.4046780932937,1.0,1.0,0.8,0.65,0.85,1.0,1.0,0.8,0.45,0.224,1.0,0.0,0.743,0.743,C,no,causal_signal_after_confirmation;no_future_low_used
STPT,STPT,34739c73dc72f1d0,2025-03-11T13:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.06086,0.05737,0.0562226,-0.0761978310877423,337766.417177,2.22055229513913,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.29,1.0,0.0,0.725,0.725,C,no,causal_signal_after_confirmation;no_future_low_used
SUN,SUN,d40e87ef3d1ebf58,2024-08-13T17:00:00+00:00,HIGHER_LOW_BREAKOUT,0.00909,0.00887,0.0086926,-0.0437183718371838,112992.58502,2.7390616219031263,1.0,0.377,0.8,0.9,0.85,1.0,0.377,0.8,0.8,1.0,1.0,0.0,0.786,0.786,B,no,causal_signal_after_confirmation;no_future_low_used
SXP,SXP,cf537e599c97af65,2025-12-08T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0547,0.0536,0.052528,-0.039707495429616,51009.39521,1.542037311600635,0.371,0.17,1.0,0.9,0.85,1.0,0.17,1.0,0.8,1.0,1.0,0.6,0.18,0.18,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
SYS,SYS,3635c4847266eeb7,2026-04-24T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.00999,0.00961,0.0094178,-0.0572772772772772,10799.0984,2.5198195266497603,0.251,0.036,0.8,0.9,0.35,1.0,0.036,0.8,0.8,0.192,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
THE,THE,2992917afa584581,2025-07-14T04:00:00+00:00,HIGHER_LOW_BREAKOUT,0.3195,0.2678,0.2624439999999999,-0.1785790297339594,2494743.94831,4.472435976633919,0.392,1.0,1.0,0.9,0.85,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.963,0.963,A,no,causal_signal_after_confirmation;no_future_low_used
TROY,TROY,db0cdaac498440e7,2025-01-10T12:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.003408,0.003022,0.00296156,-0.1309976525821596,1857556.978721,3.3927700203628985,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.0,1.0,0.0,0.673,0.673,C,no,causal_signal_after_confirmation;no_future_low_used
UFT,UFT,93a4361a2732433c,2025-03-11T13:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0949,0.0836,0.0819279999999999,-0.136691253951528,35081.936,1.7817447442557302,0.08,0.117,1.0,0.9,0.35,1.0,0.117,1.0,0.8,0.316,1.0,0.35,0.226,0.226,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-13T21:00:00+00:00,CAPITULATION_RECLAIM,2.925,2.511,2.46078,-0.1587076923076922,1146914.9062,0.5165481241767538,1.0,1.0,0.7,0.9,0.85,1.0,1.0,0.7,0.8,0.84,1.0,0.0,0.874,0.874,B,no,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-18T15:00:00+00:00,HIGHER_LOW_BREAKOUT,3.689,2.993,2.93314,-0.2048956356736243,378778.0748,1.5206422972506115,1.0,1.0,0.8,0.9,0.85,1.0,1.0,0.8,0.8,0.198,1.0,0.0,0.779,0.779,C,no,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-12T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,4.78,4.739,4.64422,-0.0284058577405859,702918.5523,2.654881775371197,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.012,1.0,0.0,0.675,0.675,C,no,causal_signal_after_confirmation;no_future_low_used
VGX,VGX,ca86e505313d35f7,2024-08-19T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0243,0.0214,0.0209719999999999,-0.1369547325102881,618865.55016,3.793857084376149,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.05,1.0,0.0,0.682,0.682,C,no,causal_signal_after_confirmation;no_future_low_used
VITE,VITE,b0e2fef6b72f5dbc,2024-10-12T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.01229,0.01148,0.0112504,-0.0845890968266883,157067.631811,2.371740868174784,0.497,0.524,0.8,0.9,0.35,1.0,0.524,0.8,0.8,0.625,1.0,0.0,0.681,0.681,B,no,causal_signal_after_confirmation;no_future_low_used
VOXEL,VOXEL,e0c3a1cadfeb9ad2,2025-04-13T02:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.027,0.0261,0.025578,-0.0526666666666666,50512.57834,1.8757481317803952,0.489,0.168,0.8,0.9,0.35,1.0,0.168,0.8,0.8,1.0,1.0,0.6,0.07,0.07,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
WAVES,WAVES,c93ee5f086c41471,2024-04-12T19:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,2.534,2.366,2.31868,-0.0849723756906076,2154958.20749,1.708180343305041,1.0,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.299,1.0,0.0,0.727,0.727,C,no,causal_signal_after_confirmation;no_future_low_used
XEM,XEM,a956d4f5da81e55f,2023-10-20T02:00:00+00:00,HIGHER_LOW_BREAKOUT,0.02614,0.02541,0.0249017999999999,-0.0473680183626626,17283.45672,0.0548897316243588,0.632,0.058,0.7,0.9,0.85,1.0,0.058,0.7,0.8,0.902,1.0,0.6,0.078,0.078,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
ZEN,ZEN,b2f582e4f6f3e84c,2024-01-19T18:00:00+00:00,HIGHER_LOW_BREAKOUT,8.32,7.86,7.7028,-0.0741826923076923,134025.3089,-0.0845907531640887,1.0,0.447,0.7,0.9,0.35,1.0,0.447,0.7,0.8,0.146,1.0,0.0,0.558,0.558,C,no,causal_signal_after_confirmation;no_future_low_used
