token_entity_id,token_symbol,primary_bottom_rebound_scenario,secondary_flags,anchor_event_id,anchor_event_type,baseline_price,max_drawdown_after_event,days_to_bottom,max_rebound_after_bottom,rebound_sustained,pump_and_dump_after_bottom,low_liquidity_wick_flag,tradable_signal_found,best_signal_type,best_signal_risk_reward,scenario_confidence_score,manual_review_required,notes
BAKE,BAKE,EPIC_LIKE_REBOUND,epic_like_candidate,5c8137ecc69b6b61,MONITORING_TAG_ADDED,0.0959844957726443,-0.6561944745934164,64.31253472222222,5.621212121212121,yes,no,no,yes,CAPITULATION_RECLAIM,20.496535796766747,0.8,no,
BAL,BAL,SLOW_BLEED_THEN_SQUEEZE,,f19444577bbd2958,MONITORING_TAG_ADDED,2.9897728093830924,-0.4909312188460071,34.95829861111111,0.5321944809461234,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.6194887822301587,0.8,no,
BETA,BETA,MANUAL_REVIEW_REQUIRED,,08d7f3a2766ef543,MONITORING_TAG_ADDED,0.0777049588680899,-0.2813843438899103,5.4164814814814815,0.6144340974212033,no,yes,no,no,,,0.55,yes,
BIFI,BIFI,MANUAL_REVIEW_REQUIRED,,a0ebf708da0a74fa,MONITORING_TAG_ADDED,195.1318185110268,-0.3424957499038024,17.624791666666667,1.182385035074045,no,yes,yes,yes,HIGHER_LOW_BREAKOUT,1.296989283891819,0.55,yes,
BLZ,BLZ,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,14c00596e0d38ffa,MONITORING_TAG_ADDED,0.1362485958450739,-0.6447669812683072,81.20827546296296,0.3739669421487603,no,no,no,yes,CAPITULATION_RECLAIM,1.7365097588978191,0.8,no,
BOND,BOND,MANUAL_REVIEW_REQUIRED,,63e51c3ccd2baf4b,MONITORING_TAG_ADDED,2.2666643523511345,-0.2941169263369876,8.166481481481481,4.124999999999999,yes,no,yes,no,,,0.55,yes,
BSW,BSW,MANUAL_REVIEW_REQUIRED,,5af125cfd901bc4e,MONITORING_TAG_ADDED,0.0302938230103773,-0.6368896723192753,12.54125,4.545454545454546,yes,no,no,yes,HIGHER_LOW_BREAKOUT,9.511861313868614,0.55,yes,
BTS,BTS,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,ca8ce65249fba04c,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0078036606993229,-0.3451791156881856,0.5830324074074074,1.270058708414873,yes,no,no,no,,,0.8,no,
BURGER,BURGER,DELISTING_DEATH_SPIRAL,,27494810cfd7dda7,MONITORING_TAG_ADDED,0.3534373726877235,-0.953032697493859,23.749050925925925,,no,no,no,no,,,0.8,no,
CHESS,CHESS,MANUAL_REVIEW_REQUIRED,,1fe11492402051b0,MONITORING_TAG_ADDED,0.0376367710361731,-0.9322471102117352,73.89555555555556,,no,no,no,no,,,0.55,yes,
CLV,CLV,MANUAL_REVIEW_REQUIRED,,b4b89fcf3e2d9d8d,MONITORING_TAG_ADDED,0.0447890082939256,-0.4489719478038293,32.583275462962966,6.698541329011345,yes,no,no,yes,HIGHER_LOW_BREAKOUT,57.96415407964145,0.55,yes,
COMBO,COMBO,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,ddd8722fcd3a9596,MONITORING_TAG_ADDED,0.2661803982286409,-0.9011948281127408,23.70738425925926,0.2243346007604563,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1649617707642355,0.8,no,
COOKIE,COOKIE,MANUAL_REVIEW_REQUIRED,,a5602175aafd748b,MONITORING_TAG_ADDED,0.0180623981157227,-0.5017272932232737,14.833287037037037,0.1111111111111111,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,3.1847133757961754,0.55,yes,
COS,COS,MANUAL_REVIEW_REQUIRED,,a69cfb015113f6cc,MONITORING_TAG_ADDED,0.0011835471915805,-0.3012530418025706,1.479212962962963,2.244256348246674,yes,no,yes,yes,HIGHER_LOW_BREAKOUT,1.4705053805848216,0.55,yes,
CREAM,CREAM,MANUAL_REVIEW_REQUIRED,,c7f6923d690b160e,SPOT_TOKEN_DELISTING_ANNOUNCED,4.246152362059548,-0.766847744596755,5.624918981481481,1.272727272727273,no,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,2.766333137139492,0.55,yes,
CTXC,CTXC,EPIC_LIKE_REBOUND,epic_like_candidate,73bd41c12e1c9037,MONITORING_TAG_ADDED,0.2261402958601279,-0.5091542638263125,3.8749652777777777,1.2945945945945945,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,4.851545760636674,0.8,no,
CVP,CVP,DELISTING_DEATH_SPIRAL,,e03ecc015ad077ba,MONITORING_TAG_ADDED,0.3086489082708906,-0.8937303871128144,55.79163194444445,,no,no,no,no,,,0.8,no,
CVX,CVX,DEAD_CAT_BOUNCE,tag_removed_rebound,f516a957212c330b,MONITORING_TAG_ADDED,3.190098462361746,-0.4357540930986203,67.5832986111111,3.528888888888888,no,yes,no,no,,,0.8,no,
D,D,MANUAL_REVIEW_REQUIRED,,76c150b865ecafa1,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,yes,no,,,0.55,yes,
DATA,DATA,MANUAL_REVIEW_REQUIRED,,3aeb58a1f5337ceb,MONITORING_TAG_ADDED,0.0059797869956907,-0.8645436701033475,41.625034722222225,,no,no,no,no,,,0.55,yes,
DEGO,DEGO,MANUAL_REVIEW_REQUIRED,,6cca4d0784f78049,MONITORING_TAG_ADDED,0.2924732532267914,-0.9179412143325468,52.60421296296296,0.2916666666666667,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,1.176615082289364,0.55,yes,
DENT,DENT,MANUAL_REVIEW_REQUIRED,,61e888f9a9a6a36e,MONITORING_TAG_ADDED,0.0003317277993694,-0.6412721507627408,84.52055555555556,2.714285714285714,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1048951048951047,0.55,yes,
DF,DF,MANUAL_REVIEW_REQUIRED,,b3e6d9131bc51e94,MONITORING_TAG_ADDED,0.0146170504733795,-0.9117469011720704,73.89555555555556,,no,no,no,no,,,0.55,yes,
DOCK,DOCK,DELISTING_DEATH_SPIRAL,,c13b1dfe2436783d,MONITORING_TAG_ADDED,0.0213244757750776,-0.8246146803584725,20.791631944444443,,no,no,no,no,,,0.8,no,
DODO,DODO,MANUAL_REVIEW_REQUIRED,,e8c8ce18661ac872,MONITORING_TAG_ADDED,0.0202578876993848,-0.1909324287300845,2.5416203703703704,0.1500915192190359,no,no,no,no,,,0.55,yes,
DREP,DREP,NO_BOTTOM_CONTINUED_BLEED,,77b52a90a52f0b02,SPOT_TOKEN_DELISTING_ANNOUNCED,0.4056420112915377,-0.9383693027248295,13.833252314814814,,no,no,no,no,,,0.8,no,
ELF,ELF,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,2b488d2b7a3bc9e1,SPOT_TOKEN_DELISTING_ANNOUNCED,0.2419950164414283,-0.2239509608023085,6.041585648148148,0.2641107561235356,no,no,no,no,,,0.8,no,
EPIC,EPIC,MANUAL_REVIEW_REQUIRED,,c518920624770484,MONITORING_TAG_ADDED,0.2985962292544361,-0.3603402143526486,6.833287037037037,3.31413612565445,yes,no,no,yes,HIGHER_LOW_BREAKOUT,10.4031951312286,0.55,yes,
EPX,EPX,MANUAL_REVIEW_REQUIRED,,daa09b139684a4a8,MONITORING_TAG_ADDED,0.000386130012349,-0.7057985746590424,81.95814814814815,0.6901408450704227,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.5334314356663319,0.55,yes,
FARM,FARM,MANUAL_REVIEW_REQUIRED,,22c469b3db8740d8,MONITORING_TAG_ADDED,11.989334966495,-0.492882631356037,42.18743055555556,0.2779605263157894,no,no,no,no,,,0.55,yes,
FIO,FIO,MANUAL_REVIEW_REQUIRED,,e7ff807aa10c4697,MONITORING_TAG_ADDED,0.0086800393616504,-0.906682450821746,40.70806712962963,,no,no,yes,no,,,0.55,yes,
FIRO,FIRO,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,4a8314d988bfa109,MONITORING_TAG_ADDED,2.256955808773677,-0.379695431094553,1.5415625,1.135714285714286,yes,no,no,no,,,0.8,no,
FIS,FIS,MANUAL_REVIEW_REQUIRED,,b61c4ff537847d96,MONITORING_TAG_ADDED,0.1617372403514521,-0.5437043451487491,26.541458333333335,1.4579945799457992,yes,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1085883514313924,0.55,yes,
FLM,FLM,MANUAL_REVIEW_REQUIRED,,725932a8252a9eab,MONITORING_TAG_ADDED,0.0278643017621152,-0.5119203016064522,14.29125,2.9411764705882355,yes,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,20.11331444759208,0.55,yes,
FLOW,FLOW,EPIC_LIKE_REBOUND,tag_removed_rebound;epic_like_candidate,6a25698db0b92de7,MONITORING_TAG_ADDED,0.105842702227056,-0.7350785702745193,86.45836805555555,0.6644079885877321,no,no,no,yes,CAPITULATION_RECLAIM,0.8039634508128639,0.8,no,
FOR,FOR,MANUAL_REVIEW_REQUIRED,,419b41fc1bb70d43,MONITORING_TAG_ADDED,0.04463960379763,-0.6814487856015661,82.12481481481481,0.5049226441631505,no,yes,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.695389266817836,0.55,yes,
FUN,FUN,MANUAL_REVIEW_REQUIRED,,24a0f7579654e736,MONITORING_TAG_ADDED,0.0013377949524707,-0.7757503872727844,47.60421296296296,0.1666666666666667,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.5515219212510486,0.55,yes,
GFT,GFT,MANUAL_REVIEW_REQUIRED,,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0167078093296511,-0.8862807228337174,6.937337962962963,,no,no,no,no,,,0.55,yes,
GHST,GHST,EPIC_LIKE_REBOUND,epic_like_candidate,fc33d59d02e3d720,MONITORING_TAG_ADDED,0.2617537710585955,-0.8853884707040791,67.18722222222222,7.0,yes,no,no,yes,CAPITULATION_RECLAIM,4.3181818181818175,0.8,no,
GPS,GPS,MANUAL_REVIEW_REQUIRED,tag_removed_rebound,5fa3fcfa690cf833,MONITORING_TAG_ADDED,0.0693981157177318,-0.7824148416159113,42.49947916666667,1.5496688741721854,yes,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,2.6523702031602707,0.55,yes,
GTC,GTC,MANUAL_REVIEW_REQUIRED,,084e900636ac5fbe,MONITORING_TAG_ADDED,0.1092508427340931,-0.3501194295333018,20.04140046296296,2.028169014084507,no,yes,no,no,,,0.55,yes,
HARD,HARD,SLOW_BLEED_THEN_SQUEEZE,,c54abb522c3fe7f3,MONITORING_TAG_ADDED,0.1267068002782546,-0.4712201724543231,35.249965277777775,2.134328358208955,yes,no,no,yes,HIGHER_LOW_BREAKOUT,1.7852298008573442,0.8,no,
HEI,HEI,MANUAL_REVIEW_REQUIRED,,ee200e0e804f9834,MONITORING_TAG_ADDED,0.0740859295426576,-0.2616681691426372,5.833287037037037,2.628884826325411,yes,no,yes,no,,,0.55,yes,
HFT,HFT,MANUAL_REVIEW_REQUIRED,,70cb64249d0273f1,MONITORING_TAG_ADDED,0.0136145045200012,-0.1993832765645906,4.374953703703704,0.0183486238532111,no,no,no,no,,,0.55,yes,
HIFI,HIFI,MANUAL_REVIEW_REQUIRED,,2c99c44cb7fd8609,MONITORING_TAG_ADDED,0.2577831650471938,-0.7521172494398481,36.70795138888889,1.431924882629108,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.5628742514970091,0.55,yes,
HIGH,HIGH,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,8fa523c997c7d4f5,MONITORING_TAG_ADDED,0.1275090944775125,-0.1608441700692143,2.520763888888889,4.5046728971962615,yes,no,no,no,,,0.8,no,
HOOK,HOOK,MANUAL_REVIEW_REQUIRED,,b9485d9081530016,MONITORING_TAG_ADDED,0.0228489945261685,-0.7899251105118592,25.14587962962963,1.2916666666666663,no,yes,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,1.596715328467153,0.55,yes,
IDEX,IDEX,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,63e9d71a835421ba,MONITORING_TAG_ADDED,0.0181062044962072,-0.1384168889030385,0.3542013888888889,1.8666666666666671,yes,no,no,no,,,0.8,no,
IDRT,IDRT,MANUAL_REVIEW_REQUIRED,,3c7fc4d113e04b96,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,,no,,,0.55,yes,
IRIS,IRIS,MANUAL_REVIEW_REQUIRED,,92f6841824deef01,MONITORING_TAG_ADDED,0.0196337148616328,-0.4147821703139246,11.124965277777775,1.165361183637946,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.5411143330571664,0.55,yes,
KDA,KDA,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0670337931462441,-0.9283943250902108,13.91662037037037,0.3333333333333335,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.9773434029320298,0.8,no,
KEY,KEY,EPIC_LIKE_REBOUND,epic_like_candidate,0af050f2f61a9816,MONITORING_TAG_ADDED,0.004967945023594,-0.8188385749589293,67.58327546296296,0.7322222222222223,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.5984842128813949,0.8,no,
KMD,KMD,MANUAL_REVIEW_REQUIRED,,2a7c0c057f11d40d,MONITORING_TAG_ADDED,0.1148554299443091,-0.8763663154028916,28.708125,0.443661971830986,no,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0128534704370191,0.55,yes,
KP3R,KP3R,DEAD_CAT_BOUNCE,,6349e349f6963185,MONITORING_TAG_ADDED,108.33108017632824,-0.3905719402729058,19.2915625,0.984247197818843,no,yes,no,no,,,0.8,no,
LEVER,LEVER,DELISTING_DEATH_SPIRAL,,3f5bbe904576db02,MONITORING_TAG_ADDED,0.0006299818667317,-0.7428497413101276,57.74961805555556,,no,no,no,no,,,0.8,no,
LINA,LINA,MANUAL_REVIEW_REQUIRED,,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,0.001886262613501,-0.8377744446559139,6.67337962962963,0.2058823529411764,no,no,no,no,,,0.55,yes,
LOOM,LOOM,MANUAL_REVIEW_REQUIRED,,bcffb8b6dc13c97c,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0496715968405368,-0.0859967690237578,7.374872685185185,0.1334801762114537,no,no,no,no,,,0.55,yes,
LRC,LRC,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,5ee0d43cf83437cb,MONITORING_TAG_ADDED,0.0318410546825848,-0.4252702938885681,25.72921296296296,,no,no,no,no,,,0.8,no,
LTO,LTO,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,df810f78fc4e4193,MONITORING_TAG_ADDED,0.0473074415061199,-0.7801614361526059,89.66625,0.2596153846153848,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,4.366438356164384,0.8,no,
MBL,MBL,SLOW_BLEED_THEN_SQUEEZE,tag_removed_rebound,fb4cbaedb67a967c,MONITORING_TAG_ADDED,0.0028577269949202,-0.405121621826785,3.458298611111111,1.0847058823529414,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.7232133857474037,0.8,no,
MBOX,MBOX,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,89466c1eb51993df,MONITORING_TAG_ADDED,0.0188605693169468,-0.459189177771269,72.60421296296296,0.392156862745098,no,no,no,no,,,0.8,no,
MDT,MDT,MANUAL_REVIEW_REQUIRED,,9f755b05acbad2ef,MONITORING_TAG_ADDED,0.0249330745394843,-0.5078825926353749,26.583125,2.9804400977995114,yes,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1687289088863887,0.55,yes,
MDX,MDX,DEAD_CAT_BOUNCE,,92ea1ce575290a09,MONITORING_TAG_ADDED,0.0869267373699886,-0.366132887681308,19.958229166666666,0.726315789473684,no,yes,no,no,,,0.8,no,
MLN,MLN,MANUAL_REVIEW_REQUIRED,,d83b4d4e12311776,MONITORING_TAG_ADDED,3.3112508683706725,-0.4986788781676284,42.64576388888889,0.066265060240964,no,no,no,no,,,0.55,yes,
MOB,MOB,EPIC_LIKE_REBOUND,epic_like_candidate,018313d3408ec969,MONITORING_TAG_ADDED,0.545036709151276,-0.906061373224332,85.33322916666667,4.58984375,yes,no,no,yes,CAPITULATION_RECLAIM,19.131695667007858,0.8,no,
MOVE,MOVE,SLOW_BLEED_THEN_SQUEEZE,,18140f8172feb64b,MONITORING_TAG_ADDED,0.1941849392269806,-0.428379974050133,46.49961805555556,0.8243243243243243,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.2667085032946351,0.8,no,
MULTI,MULTI,NO_BOTTOM_CONTINUED_BLEED,,251d2bba37e3dd64,SPOT_TOKEN_DELISTING_ANNOUNCED,2.313931872051166,-0.6529716325277168,13.791527777777778,,no,no,no,no,,,0.8,no,
NFP,NFP,MANUAL_REVIEW_REQUIRED,,1713e6ad64f92db2,MONITORING_TAG_ADDED,0.015524919842451,-0.3751980623129209,25.833275462962963,0.056701030927835,no,no,yes,no,,,0.55,yes,
NKN,NKN,MANUAL_REVIEW_REQUIRED,,adf7b79baadd3250,MONITORING_TAG_ADDED,0.0386844699312176,-0.58639733132059,13.832916666666666,2.75,yes,no,yes,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,49.41176470588253,0.55,yes,
NOM,NOM,MANUAL_REVIEW_REQUIRED,,5b4814473eb320a9,MONITORING_TAG_ADDED,0.0030035247672726,-0.3307862742130302,22.666608796296295,0.2388059701492537,no,no,no,no,,,0.55,yes,
NON,NON,MANUAL_REVIEW_REQUIRED,,94faf9340260e22c,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,,no,,,0.55,yes,
NTRN,NTRN,MANUAL_REVIEW_REQUIRED,,d133553a8f6c79b6,MONITORING_TAG_ADDED,0.0108918938780364,-0.8806451830547619,18.70806712962963,,no,no,yes,no,,,0.55,yes,
NULS,NULS,MANUAL_REVIEW_REQUIRED,,0b0fef5c55d48f0f,MONITORING_TAG_ADDED,0.2226047200197465,-0.8980255225586126,42.66571759259259,0.2643171806167399,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.3406154568945276,0.55,yes,
OAX,OAX,MANUAL_REVIEW_REQUIRED,,3f3886d7f85907a2,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1551845510907699,-0.7705957213538802,13.72900462962963,,no,no,no,no,,,0.55,yes,
OMG,OMG,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,2b516f723278de6a,SPOT_TOKEN_DELISTING_ANNOUNCED,0.670174119373127,-0.4673026163201682,4.624768518518518,0.4677871148459385,yes,no,no,no,,,0.8,no,
OOKI,OOKI,NO_BOTTOM_CONTINUED_BLEED,,6e6a33f0d9f83771,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0011296961786965,-0.8973175246694688,13.791238425925926,,no,no,no,no,,,0.8,no,
OXT,OXT,MANUAL_REVIEW_REQUIRED,,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,0.0175417706050039,-0.475537549363711,47.6875462962963,0.0652173913043479,no,no,no,no,,,0.55,yes,
PDA,PDA,EPIC_LIKE_REBOUND,epic_like_candidate,0cc30ba0df8ec322,MONITORING_TAG_ADDED,0.0168263992471834,-0.5780440071758988,28.41625,1.0816901408450703,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,4.181134259259265,0.8,no,
PERL,PERL,NO_BOTTOM_CONTINUED_BLEED,,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0139480364535363,-0.675223102901235,9.833032407407408,,no,no,no,no,,,0.8,no,
PERP,PERP,MANUAL_REVIEW_REQUIRED,,9793cd97d25ee40f,MONITORING_TAG_ADDED,0.3073447608334836,-0.4680241187238499,10.999583333333334,1.2886850152905196,yes,no,yes,no,,,0.55,yes,
PHB,PHB,MANUAL_REVIEW_REQUIRED,,166f11821f80f970,MONITORING_TAG_ADDED,0.150711371539647,-0.8075792177873513,74.54140046296297,,no,no,yes,no,,,0.55,yes,
PNT,PNT,NO_BOTTOM_CONTINUED_BLEED,,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1816562949389516,-0.8816446189920069,13.833252314814814,,no,no,no,no,,,0.8,no,
POLS,POLS,SLOW_BLEED_THEN_SQUEEZE,,167819d9a56f2560,MONITORING_TAG_ADDED,0.5506505233726574,-0.483883174650748,7.416631944444444,0.6498944405348346,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.1969398575973333,0.8,no,
POND,POND,MANUAL_REVIEW_REQUIRED,,35a9e6faaa5862b7,MONITORING_TAG_ADDED,0.0023616608066646,-0.4283683769530783,22.541608796296295,1.5629629629629629,no,yes,yes,no,,,0.55,yes,
PORTAL,PORTAL,EPIC_LIKE_REBOUND,epic_like_candidate,a556e77327afcd24,MONITORING_TAG_ADDED,0.0807696031436909,-0.6694300954716825,46.49961805555556,2.176029962546816,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,3.559870550161813,0.8,no,
PROS,PROS,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,14c99625149e363a,MONITORING_TAG_ADDED,0.3887911954791165,-0.3410344601958418,0.3749421296296296,3.575331772053083,yes,no,no,no,,,0.8,no,
PYTH,PYTH,MANUAL_REVIEW_REQUIRED,tag_removed_rebound,892c4aa7b773f859,MONITORING_TAG_REMOVED,0.1001904245236678,-0.0228607128331587,0.0833796296296296,1.5536261491317669,yes,no,yes,yes,HIGHER_LOW_BREAKOUT,1.3254486133768348,0.55,yes,
QI,QI,MANUAL_REVIEW_REQUIRED,,31663d580e98be67,MONITORING_TAG_ADDED,0.0018795757706997,-0.2817528183514393,16.54140046296296,1.0,no,yes,no,no,,,0.55,yes,
QUICK,QUICK,MANUAL_REVIEW_REQUIRED,,88394d4087b17e7e,MONITORING_TAG_ADDED,0.0110997198895239,-0.3621460658045776,26.12494212962963,0.0932203389830508,no,no,yes,no,,,0.55,yes,
RDNT,RDNT,MANUAL_REVIEW_REQUIRED,,c643d1df6b26e19d,MONITORING_TAG_ADDED,0.0057508358578809,-0.4418202711174523,18.70806712962963,,no,no,no,no,,,0.55,yes,
REEF,REEF,DEAD_CAT_BOUNCE,,459073a914558055,MONITORING_TAG_ADDED,0.0021423247320755,-0.3833801289685129,19.083229166666666,3.155942467827404,no,yes,no,no,,,0.8,no,
REI,REI,MANUAL_REVIEW_REQUIRED,,95453d2e61ce0ed3,MONITORING_TAG_ADDED,0.0257180217245076,-0.4824640813132064,46.49961805555556,1.3966942148760326,no,yes,yes,yes,HIGHER_LOW_BREAKOUT,1.872323473757595,0.55,yes,
REN,REN,SLOW_BLEED_THEN_SQUEEZE,,55c6f3a56b85b5ee,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0452421416732971,-0.2361104332866266,0.0206712962962962,2.343460648148148,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.3189746554880985,0.8,no,
RESOLV,RESOLV,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,b3172c363e7bc7a7,MONITORING_TAG_ADDED,0.0400037327550056,-0.452551087316729,42.60409722222222,0.0639269406392695,no,no,no,no,,,0.8,no,
SLF,SLF,DELISTING_DEATH_SPIRAL,,75401db392ee79e3,MONITORING_TAG_ADDED,0.077353012355816,-0.7983271817748793,71.93753472222222,,no,no,no,no,,,0.8,no,
SNM,SNM,MANUAL_REVIEW_REQUIRED,,8c77ca08a398851d,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,,no,,,0.55,yes,
SNT,SNT,SLOW_BLEED_THEN_SQUEEZE,,bf72bb1d09062290,MONITORING_TAG_ADDED,0.0263460850279564,-0.3881443871871401,34.95829861111111,0.7928039702233252,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.3819938581379677,0.8,no,
SRM,SRM,MANUAL_REVIEW_REQUIRED,,0e162a9646208d35,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,no,,,no,,,0.55,yes,
