token_entity_id,token_symbol,primary_bottom_rebound_scenario,secondary_flags,anchor_event_id,anchor_event_type,baseline_price,max_drawdown_after_event,days_to_bottom,max_rebound_after_bottom,rebound_sustained,pump_and_dump_after_bottom,low_liquidity_wick_flag,tradable_signal_found,best_signal_type,best_signal_risk_reward,scenario_confidence_score,manual_review_required,notes
NTRN,NTRN,MANUAL_REVIEW_REQUIRED,,d133553a8f6c79b6,MONITORING_TAG_ADDED,0.010891893878036449,-0.8806451830547619,18.70806712962963,nan,no,no,yes,no,,,0.55,yes,
NULS,NULS,MANUAL_REVIEW_REQUIRED,,0b0fef5c55d48f0f,MONITORING_TAG_ADDED,0.2226047200197465,-0.8980255225586126,42.66571759259259,0.2643171806167399,no,no,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.3406154568945276,0.55,yes,
OAX,OAX,MANUAL_REVIEW_REQUIRED,,3f3886d7f85907a2,SPOT_TOKEN_DELISTING_ANNOUNCED,0.15518455109076992,-0.7705957213538802,13.72900462962963,nan,no,no,no,no,,,0.55,yes,
OMG,OMG,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,2b516f723278de6a,SPOT_TOKEN_DELISTING_ANNOUNCED,0.670174119373127,-0.46730261632016823,4.624768518518518,0.4677871148459385,yes,no,no,no,,,0.8,no,
OOKI,OOKI,NO_BOTTOM_CONTINUED_BLEED,,6e6a33f0d9f83771,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0011296961786965124,-0.8973175246694688,13.791238425925926,nan,no,no,no,no,,,0.8,no,
OXT,OXT,MANUAL_REVIEW_REQUIRED,,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,0.017541770605003972,-0.47553754936371107,47.6875462962963,0.0652173913043479,no,no,no,no,,,0.55,yes,
PDA,PDA,EPIC_LIKE_REBOUND,epic_like_candidate,0cc30ba0df8ec322,MONITORING_TAG_ADDED,0.016826399247183443,-0.5780440071758988,28.41625,1.0816901408450703,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,4.181134259259265,0.8,no,
PERL,PERL,NO_BOTTOM_CONTINUED_BLEED,,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,0.013948036453536353,-0.675223102901235,9.833032407407407,nan,no,no,no,no,,,0.8,no,
PERP,PERP,MANUAL_REVIEW_REQUIRED,,9793cd97d25ee40f,MONITORING_TAG_ADDED,0.3073447608334836,-0.46802411872384997,10.999583333333334,1.2886850152905196,yes,no,yes,no,,,0.55,yes,
PHB,PHB,MANUAL_REVIEW_REQUIRED,,166f11821f80f970,MONITORING_TAG_ADDED,0.150711371539647,-0.8075792177873513,74.54140046296297,nan,no,no,yes,no,,,0.55,yes,
PNT,PNT,NO_BOTTOM_CONTINUED_BLEED,,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,0.18165629493895166,-0.8816446189920069,13.833252314814814,nan,no,no,no,no,,,0.8,no,
POLS,POLS,SLOW_BLEED_THEN_SQUEEZE,,167819d9a56f2560,MONITORING_TAG_ADDED,0.5506505233726574,-0.48388317465074804,7.416631944444444,0.6498944405348346,yes,no,no,yes,HIGHER_LOW_BREAKOUT,0.19693985759733332,0.8,no,
POND,POND,MANUAL_REVIEW_REQUIRED,,35a9e6faaa5862b7,MONITORING_TAG_ADDED,0.0023616608066646216,-0.4283683769530783,22.541608796296295,1.5629629629629629,no,yes,yes,no,,,0.55,yes,
PORTAL,PORTAL,EPIC_LIKE_REBOUND,epic_like_candidate,a556e77327afcd24,MONITORING_TAG_ADDED,0.08076960314369094,-0.6694300954716825,46.49961805555556,2.1760299625468162,no,yes,no,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,3.559870550161813,0.8,no,
PROS,PROS,NO_CLEAR_BOTTOM_REBOUND_PATTERN,,14c99625149e363a,MONITORING_TAG_ADDED,0.3887911954791165,-0.3410344601958418,0.37494212962962964,3.575331772053083,yes,no,no,no,,,0.8,no,
